course_id,course_title,description,prerequisites,course_offering,credits
NMD 295,**Topics in New Media**,"Topics not regularly covered in other new media courses. Content varies to suit current needs. May be repeated for
credit.
Core Curriculum/Core Requirements:
Course Typically Offered: Variable
Credits: 1-3",None,Variable,1-3
NMD 324,**Introduction to Narrative Film Making**,"The first part in a two-semester course in the process, theory, practice and problems of digital filmmaking. Through the
examination of films, narrative fiction and the completion of out-of-class assignments, students will gain insight into the
realm of digital filmmaking. Structured as both an academic and “hands-on” approach to the language, method and
theory of digital filmmaking through applied concepts and process. May be repeated for credit.
Core Curriculum/Core Requirements:
Course Typically Offered: Fall
Credits: 3",None,Fall,3
NMD 340,**Designing and Creating Websites**,"This course focuses on work with real-world clients to create Web pages or responsive apps with compelling designs and
interactive features. A review of basic graphic design, HTML, CSS, simple PHP and web architecture tools like
WordPress provides a technical foundation combined with critical skills for collaboration, negotiation and teamwork.
Students apply these to tell a digital story that represents community or client values, and then apply the same skills of
designing, coding and networking to produce a professional portfolio of their creative work as New Media students.
Core Curriculum/Core Requirements:
Prerequisites: Sophomore standing and NMD 104
Course Typically Offered: Spring
Credits: 3",Sophomore standing and NMD 104,Spring,3
NMD 343,**SL: Digital Narrative Workshop I**,"Explores emerging forms of digital storytelling and how these new forms transform authorship, audience, interaction
and publishing. Students produce their own original narratives using digital storytelling techniques, web based media,
and non-linear game-like environments. Team projects and skill sharing encouraged. Field work outside the classroom
and publication of a storytelling project for community partners. This course has been designated as a UMaine service-
learning course.
Prerequisites: Sophomore Standing
Corequisites: NMD 200
Course Typically Offered: Fall
Credits: 3",Sophomore Standing,Fall,3
NMD 344,**Motion Graphics & Design I**,"An introduction to motion graphics and design principles. Students will learn how to imbue traditional 2D design with
motion and explore different techniques used in professional application.
Core Curriculum/Core Requirements:
Prerequisites: NMD 104 and NMD 106 or permission
Course Typically Offered: Spring
Credits: 3",NMD 104 and NMD 106 or permission,Spring,3
NMD 347,**Artificial Intelligence for Art and Design**,"Introduction to techniques, historical contexts, and conceptual approaches to artificial intelligence as a creative
medium. Cognitive science debate on theories of the mind impacts of AI on society as intellectual labor is replaced by
algorithms, and the divide between autonomy and authorship in working with AI for artmaking. Introduction to
different movements and techniques within AI, such as cybernetics, artificial life, nouvelle AI, expressive AI, neural
networks, genetic algorithms, machine learning, and deep learning. Students directly apply understanding in creating
original works using different approaches.
Core Curriculum/Core Requirements:
Prerequisites: NMD 200 and NMD 211
Course Typically Offered: Not Regularly Offered
Credits: 3",NMD 200 and NMD 211,Not Regularly Offered,3
NMD 358,**Documentary Film Criticism and Theory**,"Centered around the Camden International Film Festival, this course engages students in critically assessing
documentary films through an understanding of the genre’s history, theoretical foundations, and means of production,
aspects particularly relevant in this age of rapidly evolving media. Students will be exposed to various new technologies
during the festival on the development, production and distribution of contemporary non-fiction film. Besides periodic
class meetings across the semester and four days attendance at the Festival, students will have opportunities to discuss
documentaries in public forums and meetings with documentary professionals in seminar conferences. Students will
develop in-depth research projects, either developing their own documentaries or writing analytic papers on issues core
to the field. If this course was taken under as a topics course in NMD 398, it cannot be repeated for credit.
Core Curriculum/Core Requirements:
Course Typically Offered: Fall
Credits: 3",None,Fall,3
NMD 424,**Narrative Film Making**,"The second part in a two-semester course in the process, theory, practice and problems of digital filmmaking.
Concentrates on practical experience. Students will learn the cinematic process through direct development and
production of short subject digital films. Structured as both an academic and “hands-on” approach to the language,
method and theory of digital filmmaking. May be repeated for credit.
Core Curriculum/Core Requirements:
Prerequisites: NMD 324 or permission
Course Typically Offered: Variable
Credits: 3",NMD 324 or permission,Variable,3
NMD 430,**Topics in New Media**,"An exploration of intermediate and advanced topics in multimedia production and design, including, among others,
digital video production, software and hardware design or, electronic publishing. Designed to provide students with a
deeper and more sophisticated experience with a multimedia issue, tool, or skill–or combination of all three.
Core Curriculum/Core Requirements:
Prerequisites: Department consent.
Course Typically Offered: Variable
Credits: 1-3",Department consent.,Variable,1-3
NMD 441,**Documentary Video and Storytelling**,"Provides the essential skills, concepts and processes used by documentary still photographers and audio producers to
create professional quality digital mixed media products for the Internet and other interactive media.
Core Curriculum/Core Requirements:
Prerequisites: NMD 241 or permission
Course Typically Offered: Spring
Credits: 3",NMD 241 or permission,Spring,3
NMD 442,**User Experience Design**,"This is a course that explores major concepts in designing the User Experience (UX). UX Design plays a critical role in
the successes and effectiveness of any product, application and service. It’s just not enough to have technologically
advanced and aesthetically appealing products, applications and services - it is critical that they deliver a good user
experience to their end users.
In order to understand the foundations of UX Design, this course will provide a comprehensive overview of the user
experience design process and is intended to familiarize students with the methods, concepts, and techniques necessary
to make user experience design an integral part of developing effective interactions. The course provides students with
an opportunity to acquire the resources, skills, and hands-on experience they need to design, develop, and evaluate
information interfaces from a user-centered design perspective.
Core Curriculum/Core Requirements:
Prerequisites: NMD 211 or permission
Course Typically Offered: Every Year
Credits: 3",NMD 211 or permission,Every Year,3
NMD 444,**Motion Graphics & Design II**,"An exploration into advanced motion design techniques such as rigging, compositing, motion tracking, and special
effects. Students will learn how to merge motion graphics and video, allowing for more complex compositions.
Core Curriculum/Core Requirements:
Prerequisites: A grade of C- or better in NMD 344
Course Typically Offered: Fall
Credits: 3",A grade of C- or better in NMD 344,Fall,3
NMD 445,**Mobile Applications**,"Mobile applications have become one of the predominant ways that people interact with each other. Yet designing and
developing apps for phones and tables typically requires a mastery of a half-dozen languages and platforms. This course,
by contrast, builds on familiar Web design and development skills taught in NMD 345, Web Applications, to produce a
working app for common mobile platforms such as iOS and Android by using a full-stack approach. Students conceive
and produce an app that interchanges data with the cloud to offer access to new information or connect people in new
ways.
Core Curriculum/Core Requirements:
Prerequisites: A grade of C- or better NMD 345
Course Typically Offered: Every Year
Credits: 3",A grade of C- or better NMD 345,Every Year,3
NMD 498,**New Media Capstone I**,"In this first semester of a two-part course, students conceive and build a complex, self-determined new media project.
Students are expected to bring an ambitious yet feasible idea to the course. The first semester emphasizes extensive
research, writing, and in-class presentations, followed by a series of working prototypes developed in an iterative
fashion. This semester fulfills the Writing Intensive general education requirement. High levels of maturity, creativity,
self-discipline and personal organization are expected.
Core Curriculum/Core Requirements: Writing Intensive requirement. Together with NMD 499, this course also
satisfies the General Education Capstone Experience Requirements.
Prerequisites: Senior Standing and a grade of C- or better in NMD 306.
Course Typically Offered: Fall
Credits: 3",Senior Standing and a grade of C- or better in NMD 306.,Fall,3
NUR 101,**Issues and Opportunities in Nursing**,"Introduces first-year Nursing students to issues in nursing education and University resources. Assists with the
development of writing and critical thinking skills. Seeks to enhance cultural growth and understanding and to influence
the establishment of self-care and wellness as a priority for nursing students. Discussion of legal and ethical aspects and
professional organizations in nursing. Students meet clinical faculty in order to explore their education and experiences
in nursing.
Core Curriculum/Core Requirements:
Course Typically Offered: Fall
Credits: 1",None,Fall,1
NUR 102,**Foundations of Nursing Practice I**,"This course is designed to introduce students to professional nursing practice. Offers students the opportunity to apply
nursing concepts and attitudes in a collaborative, classroom setting. Students will develop nursing strategies to explore
patient centered care, safety, comfort, and communication that will meet the American Association of Colleges of
Nursing Essentials for Nursing Education. Guiding course principles include foundations of the nursing profession,
quality and safety towards delivering evidence-based healthcare utilizing the nursing process.
Core Curriculum/Core Requirements:
Prerequisites: NUR major; BIO 100, BMB 207, BMB 209, and NUR 101
Corequisites: NUR 106
Course Typically Offered: Fall & Spring
Credits: 2","NUR major; BIO 100, BMB 207, BMB 209, and NUR 101",Fall & Spring,2
NUR 106,**Foundations of Nursing Practice I LAB**,"This course is designed to introduce fundamentals of nursing practice by applying an evidence-based approach within a
laboratory learning environment. Students will develop foundational nursing skills for clinical practice to promote
quality-based patient care that aligns with American Association of Colleges of Nursing Essentials for Nursing
Education.
Core Curriculum/Core Requirements:
Prerequisites: Nursing Major, BIO 100, or both BMB 207 and BMB 209.
Corequisites: NUR 102
Course Typically Offered: Fall and Spring
Credits: 0.5","Nursing Major, BIO 100, or both BMB 207 and BMB 209.",Fall and Spring,0
NUR 150,**Scholarship of Wellness & Mindfulness**,"This course follows an immersive bridge-week curriculum where students engage in evidence-based practices that
integrate artistic and creative practices of mindfulness, yoga, and cooking within a scientific case-based research study
focused on their wellness. Students engage and critique the practices through the lens of holistic health and examine
their effects on a range of personal quantitative and qualitative health variables. They practice mindfulness and learn
about research design and analysis using personal Fitbit data. The course guides the students through the intellectual
skill of developing a personal well-being and wellness laboratory report.
Core Curriculum/Core Requirements: Artistic and Creative Expression and Quantitative Lit
Prerequisites: Nursing Major or permission
Course Typically Offered: Fall and Spring
Credits: 1",Nursing Major or permission,Fall and Spring,1
NUR 165,**Introduction to Care of the Older Adult**,"This course provides a foundation of essential knowledge, skills and attitudes in the provision of care to older adults.
The content focuses on aging as a normal development process and includes analysis of issues confronting this
population. The course focuses on older adults as vibrant and essential members of society with an emphasis on the
health professionals’ role in promoting older adult wellness and health. Key recommendations and evidence-based
practice from leading geriatric organizations are embedded into
the course.
Core Curriculum/Core Requirements:
Course Typically Offered: Fall and Spring
Credits: 1",None,Fall and Spring,1
NUR 166,**Healthcare Informatics**,"This course provides foundational knowledge regarding informatics for health care professionals. Emphasis is placed on
the knowledge and skill used in information management and patient care technology to deliver safe and effective
patient-centered care.
Core Curriculum/Core Requirements:
Course Typically Offered: Fall and Spring
Credits: 1",None,Fall and Spring,1
NUR 201,**Care of Adults I Clinical**,"This course introduces the student to the professional nursing role in direct care learning experiences. Students will
build on knowledge, skills and attitudes gained from the science and humanities, previous and concurrent nursing
courses in the provision of professional nursing care to adults. This clinical experience will provide students with the
opportunities to apply theoretical knowledge, critical thinking, and basic nursing skills when implementing safe patient
care.
Course Note: Overall cumulative GPA 3.0 and cumulative lab/science GPA of 3.0 required.
Prerequisites: Nursing Major; minimum grade of C in the following: NUR 102, NUR 103, NUR 106, BIO 100, BIO
208, BMB 207, BMB 209, BMB 240, BMB 241
Corequisites: NUR 200 and NUR 202
Course Typically Offered: Fall & Spring
Credits: 1.5","Nursing Major; minimum grade of C in the following: NUR 102, NUR 103, NUR 106, BIO 100, BIO",Fall & Spring,1
NUR 202,**Application of Theory to Nursing Practice I**,"This course prepares students to provide holistic evidence-based nursing care through laboratory learning experiences.
Students will develop the knowledge, skills, and attitudes required to meet selected core competencies for safe patient
care. Lab: 2
NOTE: students must have a cumulative Lab/Science GPA of 3.0
Core Curriculum/Core Requirements:
Prerequisites: Nursing major; Minimum grade of C in BIO 100, BIO 208, BMB 207, BMB 209, BMB 240, BMB 241,","Nursing major; Minimum grade of C in BIO 100, BIO 208, BMB 207, BMB 209, BMB 240, BMB 241,",Unknown,N/A
NUR 203,**Dosage Calculation for Nurses**,"This course provides the foundation for safe dosage calculation for medication administration. Learners will adapt a
standard method to calculate dosages of enteral and parenteral medications including intravenous infusions and
methods. Special considerations for pediatrics and older adults will also be addressed. Essential medication delivery
mechanisms and mathematics will be emphasized.
Core Curriculum/Core Requirements: Quantitative Literacy
Prerequisites: NUR 102, NUR 103, NUR 106, MAT 111 or higher, and STS 132
Course Typically Offered: Fall and Spring
Credits: 1","NUR 102, NUR 103, NUR 106, MAT 111 or higher, and STS 132",Fall and Spring,1
NUR 214,**Mindfulness-Based Stress Reduction**,"Mindfulness-Based Stress Reduction (MBSR) is an empirically-supported 8-week psycho-educational group
intervention that teaches mindfulness meditation as a health intervention. Created by Dr. Jon Kabat-Zinn in 1979.
MBSR offers participants the possibility to develop a different relationship to stress resulting from chronic physical and
psychological illnesses. Research outcomes have demonstrated positive improvements in physical and psychological
symptoms and changes in health attitudes and behaviors.
Core Curriculum/Core Requirements: Artistic and Creative Expression
Course Typically Offered: Fall and Spring
Credits: 2",None,Fall and Spring,2
NUR 300,**Health Assessment Through the Lifespan**,"Develops the knowledge and skills necessary to conduct an individual assessment. Emphasis on data collection through
the development of communication, interviewing, history-taking and physical examination skills. Lec 3, Lab 3.
NOTE: students must have a cumulative Lab/Science GPA of 3.0
Core Curriculum/Core Requirements:
Prerequisites: Nursing Major; Minimum grade of C in BIO 100, BIO 208, BMB 207, BMB 209, BMB 240, BMB 241,","Nursing Major; Minimum grade of C in BIO 100, BIO 208, BMB 207, BMB 209, BMB 240, BMB 241,",Unknown,N/A
NUR 301,**Care of Adults II**,"This course builds on the knowledge, skills and attitudes mastered in all preceding nursing courses, sciences and social
sciences. Students will develop the ability to collaborate with other members of the health care team in providing
comprehensive care to adults in a variety of clinical settings. Concepts of patient-centered care, quality improvement,
evidence-based practice, safety, informatics, team-work and collaboration are further developed in the context of care of
adults with acute and chronic health problems.
Core Curriculum/Core Requirements:
Prerequisites: Nursing Major; NUR 200, NUR 201, NUR 202, NUR 300, NUR 303, and NUR 308
Corequisites: NUR 302, NUR 306, and NUR 316
Course Typically Offered: Fall, Spring and Summer
Credits: 3","Nursing Major; NUR 200, NUR 201, NUR 202, NUR 300, NUR 303, and NUR 308","Fall, Spring and Summer",3
NUR 302,**Application of Theory to Nursing Practice II**,"This laboratory based, skill building course prepares students to provide complex patient-centered care of adults with
acute and chronic health problems. Students will develop the knowledge, skills and attitudes to meet selected core
competencies of safe, high quality, evidence-based patient care. This laboratory course also provides students with the
mathematics skills necessary to provide safe patient care.
Prerequisites: Nursing major, minimum of C in NUR 200, NUR 201, NUR 202, NUR 300, NUR 303
Corequisites: NUR 301, NUR 306 and NUR 316
Course Typically Offered: Fall and Spring
Credits: 1","Nursing major, minimum of C in NUR 200, NUR 201, NUR 202, NUR 300, NUR 303",Fall and Spring,1
NUR 306,**Care of Adults II Clinical**,"This course expands the student’s understanding of the professional nursing role through the direct care of adults with
acute and chronic health problems in a variety of clinical settings. Students continue to use knowledge, skills and
attitudes gained from the sciences, humanities, and previous and concurrent nursing courses to provide high quality care
that is based on standards of practice and current evidence. Students apply theoretical knowledge, clinical reasoning
and complex nursing skills when implementing safe patient care (six clinical hours per week).
Core Curriculum/Core Requirements:
Prerequisites: NUR 200, NUR 201, NUR 202, NUR 203, NUR 300, NUR 303, and NUR 308
Course Typically Offered: Fall and Spring
Credits: 2","NUR 200, NUR 201, NUR 202, NUR 203, NUR 300, NUR 303, and NUR 308",Fall and Spring,2
NUR 308,**Health Assessment through the Life Span Lab**,"Develops the knowledge and skills necessary to conduct an individual assessment through actual and virtual laboratory
activities. Emphasis on data collection through the development of communication, interviewing, history taking and
physical examination skills.
Course note: Overall cumulative GPA 3.0; cumulative Lab/Science GPA of 3.0.
Core Curriculum/Core Requirements:
Prerequisites: Nursing Major; minimum grade of C in BIO 100, BIO 208, BMB 207, BMB 209, BMB 240, BMB 241,","Nursing Major; minimum grade of C in BIO 100, BIO 208, BMB 207, BMB 209, BMB 240, BMB 241,",Unknown,N/A
NUR 321,"**Maternal, Newborn, and Women’s Health Nursing Clinical**","Encompasses Obstetrical lab in the LRC for four hours and seven days (8 hrs per shift) on the maternity/newborn unit at
Eastern Maine Medical Center. Students will be assigned to a community hospital of their choice for two days (8 hrs per
day) and a primary care setting that serves women and their families (8 hrs per day). Total clinical hours 84. Students
will register for one day of clinical per week and will complete all clinical assignments on that day.
Core Curriculum/Core Requirements:
Prerequisites: NUR 320.
Corequisites: NUR 320
Course Typically Offered: Fall & Spring
Credits: 2",NUR 320.,Fall & Spring,2
NUR 334,**Care of Adults III**,"This course continues to extend the student’s understanding of the knowledge, skills and attitudes required to provide
holistic, evidenced-based care of adults with chronic and complex health concerns. Concepts of patient-centered care,
quality improvement, safety, teamwork and collaboration, and informatics are highlighted with this patient population.
Exemplars provide the basis for discussion of current research, evidence from clinical practice and best practice models
for this patient population.
Core Curriculum/Core Requirements:
Prerequisites: NUR 340, NUR 341, NUR 413, NUR 414, NUR 415
Corequisites: NUR 335
Course Typically Offered: Fall & Spring
Credits: 3","NUR 340, NUR 341, NUR 413, NUR 414, NUR 415",Fall & Spring,3
NUR 340,**Psychiatric Mental Health Nursing**,"Builds on previously learned knowledge to promote a greater understanding of the nurse’s role in the care of clients who
have mental health needs. Content includes an overview of mental illnesses and major treatment modalities, with an
emphasis on the use of the nursing process in patient care. A major focus is the therapeutic use of relationship and
communication skills in all health care settings.
Core Curriculum/Core Requirements:
Prerequisites: NUR 301, NUR 302, NUR 306, NUR 316
Corequisites: NUR 341 (may be taken prior to NUR 341 with department consent)
Course Typically Offered: Fall & Spring
Credits: 3","NUR 301, NUR 302, NUR 306, NUR 316",Fall & Spring,3
NUR 404,**Fundamentals of Pharmacology**,"The basic concepts of pharmacology for health professionals, introducing pharmacodynamics and kinetics. Emphasis on
clinical pharmacology of major drug categories and major drug interactions.
Core Curriculum/Core Requirements:
Prerequisites: For Nursing Majors; NUR 303, BMB 207/209, BMB 208/210, BIO 208.
Corequisites: NUR 301 or permission
Course Typically Offered: Fall & Spring
Credits: 3","For Nursing Majors; NUR 303, BMB 207/209, BMB 208/210, BIO 208.",Fall & Spring,3
NUR 414,"**Maternal, Newborn, and Women’s Health Nursing Clinical**","Students provide comprehensive family-centered care for childbearing families in acute and primary care settings.
Students also have clinical simulation experiences in the School of Nursing Learning Resource Center.
Core Curriculum/Core Requirements:
Prerequisites: NUR 301, NUR 302, NUR 306, NUR 316
Corequisites: NUR 413
Course Typically Offered: Fall & Spring
Credits: 1","NUR 301, NUR 302, NUR 306, NUR 316",Fall & Spring,1
NUR 415,**Socio-Cultural Issues in Health and Health Care**,"This course explores social and cultural influences on health and illness. Cultural diversity, cultural competence, social
determinants of health, health disparities, and health literacy will be topics covered.
Core Curriculum/Core Requirements: Social Contexts and Institutions and Cultural Diversity and International
Perspectives
Prerequisites: Nursing Major or Non-nursing by department consent
Course Typically Offered: Fall and Spring
Credits: 3",Nursing Major or Non-nursing by department consent,Fall and Spring,3
NUR 417,**Nursing Care Management of Children and Families Clinical**,"Students utilize the nursing process to provide comprehensive nursing care for pediatric patients and families in acute
and primary care settings.
Core Curriculum/Core Requirements:
Prerequisites: NUR 340, NUR 341, NUR 413, NUR 414, NUR 415
Corequisites: NUR 416 (may be taken prior to NUR 416 with department consent)
Course Typically Offered: Fall & Spring
Credits: 1","NUR 340, NUR 341, NUR 413, NUR 414, NUR 415",Fall & Spring,1
NUR 419,**Introduction and Service to Global Health**,"This course will introduce students to global health concepts and will explore global burden of diseases, social and
environmental determinants of health, implications of migration, travel and displacement, and globalization of health
and healthcare. The students will learn about health disparities in undeserved and underprivileged countries. The
meaning of global citizenship and the role of the nurse as an advocate for human rights will be explored. Field and living
conditions may be rigorous and/or primitive and include travel/overnight stay. The course will meet weekly prior to the
travel component. There is a fee associated with this course for travel expenses. This course is for students that are in the
Nursing Major.
Core Curriculum/Core Requirements:
Prerequisites: Permission
Course Typically Offered: Spring
Credits: 3",Permission,Spring,3
NUR 440,**Nursing Care Management of Adults II**,"One of two senior level courses focusing on acute and chronic complex health problems with emphasis on major life
threatening illnesses. Functional health patterns provide the basis for course organization. The role of the nurse in
health promotion, illness management, independent and collaborative decision making, and professional issues
encountered in practice are discussed in class. Lec 2.
Core Curriculum/Core Requirements:
Prerequisites: NUR 320, NUR 321, NUR 330, NUR 331 and NUR 404. Senior standing in School of Nursing and
permission.
Course Typically Offered: Fall & Spring
Credits: 3","NUR 320, NUR 321, NUR 330, NUR 331 and NUR 404. Senior standing in School of Nursing and",Fall & Spring,3
NUR 444,**Management and Leadership in Health Care System**,"This course focuses on leadership and management competencies needed by professional nurses to be successful in
leading themselves, others and organizations as a full partner in inter-professional teams. Theoretical and evidence-
based frameworks are used to analyze current best practices in leadership and management. Emphasis is placed on the
student’s understanding of leadership roles, systems communications, team dynamics, quality improvement, and
resource management. Leadership activities and projects provide opportunities for students to expand their leadership
and management skills and to assume the role of nurse as a change agent.
Core Curriculum/Core Requirements:
Prerequisites: NUR 334, NUR 335, NUR 416, NUR 417, NUR 452, and NUR 453
Corequisites: NUR 447 and NUR 455 and NUR 456
Course Typically Offered: Fall & Spring
Credits: 3","NUR 334, NUR 335, NUR 416, NUR 417, NUR 452, and NUR 453",Fall & Spring,3
NUR 451,**Clinical Practice in Psychiatric Mental Health Nursing**,"Clinical experiences offer students the opportunity to apply knowledge and skills in the direct care of patients. Helps
students gain a greater understanding of mental illnesses and disorders, expand their knowledge of psychotropic
medications, develop skills in therapeutic communication, and apply a broad range of therapeutic interventions that can
be used in a variety of treatment settings. Students are expected to develop insight into their own preconceptions about
mental illness, as well as greater self-awareness of personal responses to patient care situations.
Core Curriculum/Core Requirements:
Prerequisites: NUR 450 or concurrently.
Course Typically Offered: Fall & Spring
Credits: 2",NUR 450 or concurrently.,Fall & Spring,2
NUR 452,**Community and Population Health**,"Introduces students to the concepts and principles of community health care. Students will gain knowledge about
primary, secondary, tertiary prevention, public health frameworks, policy, health determinants, and epidemiology.
Students will develop evidence-based, population-focused interventions about current public and community health
issues. Students perform population and community assessments and interventions as well as engage in extensive
service learning.
Core Curriculum/Core Requirements: Population and the Environment
Prerequisites: Nursing major, minimum grade of C in NUR 334, NUR 335, NUR 340 and NUR 341
Corequisites: NUR 453
Course Typically Offered: Fall & Spring
Credits: 3","Nursing major, minimum grade of C in NUR 334, NUR 335, NUR 340 and NUR 341",Fall & Spring,3
NUR 455,**Senior Clinical Practicum**,"A capstone experience in which students apply knowledge gained from all prior semesters, including theoretical, clinical,
and research knowledge for the provision of evidence-based, safe patient care. Students are partnered with expert
nurses providing acute and chronic health care services in a variety of settings.
Core Curriculum/Core Requirements: Capstone Experience and Ethics
Prerequisites: NUR 334, NUR 335, NUR 416, NUR 417, NUR 435, NUR 452, NUR 453
Corequisites: NUR 444, NUR 447 and NUR 456
Course Typically Offered: Fall & Spring
Credits: 5","NUR 334, NUR 335, NUR 416, NUR 417, NUR 435, NUR 452, NUR 453",Fall & Spring,5
NUR 495,**Independent Study in Nursing**,"Individualized study with permission of the instructor. May or may not have an experiential component.
Core Curriculum/Core Requirements:
Prerequisites: Permission of instructor.
Course Typically Offered: Fall & Spring
Credits: 1-3",Permission of instructor.,Fall & Spring,1-3
NUR 497,**Projects in Nursing**,"Individualized project with permission of the instructor. May or may not have an experiential component.
Core Curriculum/Core Requirements:
Prerequisites: Permission.
Course Typically Offered: Fall & Spring
Credits: 1-3
Peace Studies",Permission.,Fall & Spring,1-3
PAX 250,**Peace and Pop Culture**,"Incorporates case studies and creative expression by active artist-peace builders working in different media throughout
the World. Students will investigate the sources, causes, processes and products that reside at the intersection of peace
and popular culture. Students will interpret, analyze and evaluate examples from art, music, theater, dance, poetry,
literature, museums, gardens, trails, film, television, magazine, cartoon, radio, Internet, video game, and comic book
publishing industries.
Core Curriculum/Core Requirements: Social Contexts and Institutions’ , ‘Artistic and Creative Expression’ , ‘and
Writing Intensive
Course Typically Offered: Fall & Summer
Credits: 3",None,Fall & Summer,3
PAX 260,**Realistic Pacifism**,"Using the international examples of such pragmatic practitioners of non-violence as Gandhi, this course explores the
promise and success of peacemaking. The broad influences of religion, democracy and social justice movement as
applied to the struggle against global terrorism, and the ways in which these complex factors can converge to create a
culture of forgiveness, reconciliation and restorative justice, will be the focus of the course.
Core Curriculum/Core Requirements: Social Contexts and Institutions and Writing Intensive
Course Typically Offered: Spring
Credits: 3",None,Spring,3
PAX 290,**Nonviolence: Perceptions and Perspectives**,"Nonviolence is a cornerstone of Peace and Reconciliation Studies, and a thorough understanding of the history, theory,
and practice of the ideas and ethics relating to nonviolence is essential. This interdisciplinary course investigates the
development of theories of nonviolence and philosophical, cultural, and religious perspectives on nonviolence. Examples
of the practice of nonviolence from across the globe are highlighted, and the skills and tools necessary for the ethical
practice of nonviolence and the creation of cultures of peace are investigated. This course is required for the Peace and
Reconciliation Studies minor and certificates.
Core Curriculum/Core Requirements: Cultural Diversity or International Perspectives and Ethics.
Course Typically Offered: Spring
Credits: 3",None,Spring,3
PAX 351,**This Sacred Earth: Ecology and Spirituality**,"Examines Eastern and Western views on the environment in terms of spiritual traditions. A major part of the course
addresses a new approach to spirituality of nature, called Deep Ecology which includes ecotheology and ecofeminist
spirituality.
Core Curriculum/Core Requirements: Ethics
Course Typically Offered: Spring
Credits: 3",None,Spring,3
PAX 398,**Topics in Peace and Reconciliation Studies**,"Explores peace and reconciliation studies through more in-depth study of specific topics drawn from the introductory
course, such as the roles of technology, religion, gender, ethnicity and social stratification in the establishment and
maintenance of peace and reconciliation studies. May be repeated for credit.
Core Curriculum/Core Requirements:
Course Typically Offered: Fall & Spring
Credits: 3",None,Fall & Spring,3
PAX 410,**Theories in Peace and Reconciliation Studies**,"An exploration and critical discussion of historical and contemporary theories about conflict, peace, and reconciliation.
Course offered via WebCT.
Core Curriculum/Core Requirements:
Prerequisites: PAX 201 or permission.
Course Typically Offered: Spring
Credits: 3",PAX 201 or permission.,Spring,3
PAX 451,"**Mediation: Its Premises, Practices and Policies**","Introduces students to the theory and practice of mediation. Participants will reflect together on the nature and origins
of conflict and its impact on society and individuals. Students will acquire and practice the skills needed for effective
conflict management.
Core Curriculum/Core Requirements:
Course Typically Offered: Spring
Credits: 3",None,Spring,3
PAX 470,**Sustainable Communication: The Theory and Practice of Nonviolent**,"Communication
This three credit interdisciplinary course combines the principles of Peace and Reconciliation Studies with cutting edge
work in conflict transformation and reconciliation through dialogue. Based on the work of clinical psychologist Marshall
Rosenberg, participants will investigate and practice the Nonviolent Communication (NVC) process he developed. The
course will provide participants with concrete skills in thinking and speaking which are necessary for analyzing and
addressing conflict in a variety of settings. The goal is to increase peace in themselves, their personal and work
communities, and the world. Additionally, a goal is to provide students with specific tools to work collaboratively within
any team experience to enhance the likelihood of success in any future endeavor through building a process to maintain
and sustain efforts for the long term.
This process is beneficial for enhancing and sustaining peace, good will, and collaboration among people who work in
education, health care, social work, psychology, international relations, sustainable community development, human
development, mediation and conflict resolution, the creative arts and business. The skills learned are useful in personal
and family relationships.
Core Curriculum/Core Requirements:
Course Typically Offered: Summer
Credits: 3",None,Summer,3
PAX 490,**Special Topics in Peace and Reconciliation Studies**,"Review of specific subject areas in the field. Subject areas vary by semester. May be repeated for credit.
Course Typically Offered: Fall, Spring, Summer
Credits: 3",None,"Fall, Spring, Summer",3
PAX 498,**Special Projects in Peace and Reconciliation Studies**,"Advanced individual study, research and written projects in Peace and Reconciliation Studies and related areas,
conducted under the guidance of a faculty member associated with the Peace and Reconciliation Studies Program.
Arranged on request. May be repeated for credit.
Core Curriculum/Core Requirements:
Prerequisites: PAX 201 or permission.
Course Typically Offered: Variable
Credits: 1-6
Philosophy",PAX 201 or permission.,Variable,1-6
PHI 100,**Contemporary Moral Problems**,"Examines a variety of moral problems causing controversy in contemporary society. Focuses on evaluating arguments
for and against competing solutions to these problems. Also discusses different philosophical strategies for thinking
about moral obligations and relationships. Topics surveyed may include: abortion, affirmative action, euthanasia,
feminism, the environment, capital punishment, welfare and aid to the needy, technology, war and racism, among
others.
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition and Social Contexts and Institutions
Course Typically Offered: Fall & Spring
Credits: 3",None,Fall & Spring,3
PHI 103,**Think!**,"A study of principles used to distinguish correct from incorrect reasoning including the nature of thought, uses of
language, recognition of arguments, informal fallacies, purposes and types of definition, deduction and induction.
Emphasis on understanding and mastering through practice some fundamental techniques for testing the soundness of
many different kinds of reasoning.
Core Curriculum/Core Requirements: Western Cultural Tradition
Course Typically Offered: Every Year
Credits: 3",None,Every Year,3
PHI 104,**Existentialism and Literature**,"A critical study of philosophical significance of individual choices and actions involving questions of personal identity,
responsibility and authenticity as these themes are developed in existentialist literature. Special attention will be given to
existentialist literary techniques.
Core Curriculum/Core Requirements: Ethics’ , ‘Western Cultural Tradition and Artistic and Creative Expression
Course Typically Offered: Fall & Spring
Credits: 3",None,Fall & Spring,3
